clase,precision,recall,threshold,average_precision
Satisfecho,0.9756709072337264,0.930976430976431,0.55,0.9920093354557589
Satisfecho,0.9771795827123696,0.929558745348219,0.56,0.9920093354557589
Satisfecho,0.9786915887850467,0.9278752436647173,0.57,0.9920093354557589
Satisfecho,0.9793775778027747,0.9257487152223994,0.58,0.9920093354557589
Satisfecho,0.9799830842965886,0.9239766081871345,0.59,0.9920093354557589
Satisfecho,0.9812317268697538,0.9218500797448166,0.6,0.9920093354557589
Satisfecho,0.9822866344605475,0.9188374977848662,0.61,0.9920093354557589
Satisfecho,0.9837529691211402,0.9174198121566542,0.62,0.9920093354557589
Satisfecho,0.9842677345537757,0.9146730462519936,0.63,0.9920093354557589
Satisfecho,0.9856376867100728,0.9121034910508595,0.64,0.9920093354557589
Satisfecho,0.9868332532436329,0.909799751905015,0.65,0.9920093354557589
Satisfecho,0.9877590361445783,0.9080276448697502,0.66,0.9920093354557589
Satisfecho,0.9887694839771517,0.9049264575580365,0.67,0.9920093354557589
Satisfecho,0.9897998834272391,0.9027999291157186,0.68,0.9920093354557589
Satisfecho,0.9900546021840874,0.899698741804005,0.69,0.9920093354557589
Satisfecho,0.9910941475826972,0.8973063973063973,0.7,0.9920093354557589
Satisfecho,0.9919426157020733,0.8944710260499734,0.71,0.9920093354557589
Satisfecho,0.992501233349778,0.8912812333864966,0.72,0.9920093354557589
Satisfecho,0.993251959908703,0.8868509657983342,0.73,0.9920093354557589
Satisfecho,0.993531050955414,0.8845472266524899,0.74,0.9920093354557589
Satisfecho,0.993999399939994,0.880648591174907,0.75,0.9920093354557589
Satisfecho,0.994770716009654,0.8764841396420344,0.76,0.9920093354557589
Satisfecho,0.9952534841446172,0.8732057416267942,0.77,0.9920093354557589
Satisfecho,0.9958451560599919,0.8707247917774233,0.78,0.9920093354557589
Satisfecho,0.9963306492712262,0.8661173134857345,0.79,0.9920093354557589
Satisfecho,0.9967226546497338,0.8623072833599149,0.8,0.9920093354557589
Satisfecho,0.9970127729707458,0.8576111997164628,0.81,0.9920093354557589
Satisfecho,0.9973054202508032,0.8526493000177211,0.82,0.9920093354557589
Satisfecho,0.9978099906142455,0.8477760056707425,0.83,0.9920093354557589
Satisfecho,0.998110037799244,0.8422824738614212,0.84,0.9920093354557589
Satisfecho,0.9984140410234722,0.8367003367003367,0.85,0.9920093354557589
Satisfecho,0.9987215001065417,0.8305865674286727,0.86,0.9920093354557589
Satisfecho,0.9991392296105014,0.822789296473507,0.87,0.9920093354557589
Satisfecho,0.9993476842791911,0.8144603934077618,0.88,0.9920093354557589
Satisfecho,0.9993407317877157,0.805865674286727,0.89,0.9920093354557589
Satisfecho,0.9993333333333333,0.796916533758639,0.9,0.9920093354557589
Satisfecho,0.9993247805536799,0.786815523657629,0.91,0.9920093354557589
Satisfecho,0.9994298095563918,0.7765373028530923,0.92,0.9920093354557589
Satisfecho,0.9994185370391906,0.7614743930533404,0.93,0.9920093354557589
Satisfecho,0.9996442125237192,0.7468545100124048,0.94,0.9920093354557589
Satisfecho,0.9997568093385214,0.7285132021974128,0.95,0.9920093354557589
Satisfecho,0.9997497497497497,0.7079567605883396,0.96,0.9920093354557589
Satisfecho,0.9997391757955139,0.6792486266170477,0.97,0.9920093354557589
Satisfecho,0.9998625618471688,0.6446039340776183,0.98,0.9920093354557589
Satisfecho,0.9998504561088679,0.5924153818890661,0.99,0.9920093354557589
Satisfecho,0.9998221906116643,0.4982278929647351,1.0,0.9920093354557589
